,Unnamed: 0,dataset_name,input_size,output_size
12,12,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,6,1
13,13,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,6,1
14,14,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,6,1
15,15,13_D.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,6,1
16,16,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,6,1
17,17,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,6,1
18,18,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,6,1
19,19,13_D.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,6,1
20,20,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
21,21,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
22,22,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
23,23,13_D.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
24,24,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,6,1
25,25,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,6,1
26,26,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,6,1
27,27,13_D.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,6,1
28,28,13_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,6,1
29,29,13_D.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,6,1
30,30,13_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,6,1
31,31,13_D.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,6,1
32,32,13_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,1
33,33,13_D.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,1
34,34,13_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,1
35,35,13_D.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,1
36,36,13_D.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,6,1
37,37,13_D.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,6,1
38,38,13_D.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,6,1
39,39,13_D.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,6,1
40,40,13_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,6,1
41,41,13_D.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,6,1
42,42,13_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,6,1
43,43,13_D.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,6,1
44,44,13_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,1
45,45,13_D.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,1
46,46,13_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,1
47,47,13_D.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,1
48,48,13_D.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,6,1
49,49,13_D.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,6,1
50,50,13_D.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,6,1
51,51,13_D.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,6,1
52,52,13_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,6,1
53,53,13_D.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,6,1
54,54,13_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,6,1
55,55,13_D.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,6,1
56,56,13_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,1
57,57,13_D.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,1
58,58,13_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,1
59,59,13_D.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,1
60,60,13_D.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,6,1
61,61,13_D.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,6,1
62,62,13_D.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,6,1
63,63,13_D.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,6,1
64,64,13_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,6,1
65,65,13_D.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,6,1
66,66,13_D.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,6,1
67,67,13_D.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,6,1
68,68,13_D.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,1
69,69,13_D.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,1
70,70,13_D.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,1
71,71,13_D.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,1
72,72,13_D.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,6,1
73,73,13_D.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,6,1
74,74,13_D.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,6,1
75,75,13_D.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,6,1
76,76,13_D.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays1,6,1
77,77,13_D.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays7,6,1
78,78,13_D.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays1,6,1
79,79,13_D.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays7,6,1
80,80,13_D.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays1,6,1
81,81,13_D.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays7,6,1
82,82,13_D.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays1,6,1
83,83,13_D.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays7,6,1
84,84,13_D.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays1,2,1
85,85,13_D.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays7,2,1
86,86,13_D.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays1,2,1
87,87,13_D.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays7,2,1
88,88,13_D.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays1,6,1
89,89,13_D.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays7,6,1
90,90,13_D.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays1,6,1
91,91,13_D.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays7,6,1
92,92,13_D.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays1,6,1
93,93,13_D.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays7,6,1
94,94,13_D.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays1,6,1
95,95,13_D.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays7,6,1
96,96,13_D.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays1,2,1
97,97,13_D.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays7,2,1
98,98,13_D.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays1,2,1
99,99,13_D.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays7,2,1
100,100,13_D.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays1,6,1
101,101,13_D.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays7,6,1
102,102,13_D.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays1,6,1
103,103,13_D.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays7,6,1
104,104,13_D.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays1,2,1
105,105,13_D.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays7,2,1
106,106,13_D.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays1,2,1
107,107,13_D.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays7,2,1
108,108,13_D.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays1,2,1
109,109,13_D.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays7,2,1
110,110,13_D.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,2,1
111,111,13_D.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays7,2,1
112,112,13_D.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays1,6,1
113,113,13_D.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays7,6,1
114,114,13_D.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays1,6,1
115,115,13_D.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays7,6,1
116,116,13_D.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays1,2,1
117,117,13_D.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,1
118,118,13_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,1
119,119,13_D.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,1
120,120,13_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,1
121,121,13_D.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,1
122,122,13_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,1
123,123,13_D.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,1
124,124,13_D.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,6,1
125,125,13_D.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,6,1
126,126,13_D.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,6,1
127,127,13_D.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,6,1
128,128,13_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,6,1
129,129,13_D.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,6,1
130,130,13_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,6,1
131,131,13_D.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,6,1
132,132,13_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,1
133,133,13_D.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays7,2,1
134,134,13_D.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays1,2,1
135,135,13_D.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays7,2,1
136,136,13_D.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays1,6,1
137,137,13_D.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays7,6,1
138,138,13_D.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays1,6,1
139,139,13_D.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays7,6,1
140,140,13_D.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays1,6,1
141,141,13_D.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays7,6,1
142,142,13_D.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays1,6,1
143,143,13_D.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays7,6,1
144,144,13_D.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays1,2,1
145,145,13_D.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays7,2,1
146,146,13_D.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays1,2,1
147,147,13_D.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays7,2,1
148,148,13_D.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays1,6,1
149,149,13_D.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays7,6,1
150,150,13_D.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays1,6,1
151,151,13_D.v1.l1.ds1.l_combo13.ds_combo1.idays60.odays7,6,1
152,152,13_D.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays1,6,1
153,153,13_D.v1.l1.ds1.l_combo13.ds_combo3.idays30.odays7,6,1
154,154,13_D.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays1,6,1
155,155,13_D.v1.l1.ds1.l_combo13.ds_combo3.idays60.odays7,6,1
156,156,13_D.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays1,2,1
157,157,13_D.v1.l1.ds1.l_combo13.ds_combo4.idays30.odays7,2,1
158,158,13_D.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays1,2,1
159,159,13_D.v1.l1.ds1.l_combo13.ds_combo4.idays60.odays7,2,1
160,160,13_D.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays1,6,1
161,161,13_D.v1.l1.ds1.l_combo14.ds_combo1.idays30.odays7,6,1
162,162,13_D.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays1,6,1
163,163,13_D.v1.l1.ds1.l_combo14.ds_combo1.idays60.odays7,6,1
164,164,13_D.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays1,6,1
165,165,13_D.v1.l1.ds1.l_combo14.ds_combo3.idays30.odays7,6,1
166,166,13_D.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays1,6,1
167,167,13_D.v1.l1.ds1.l_combo14.ds_combo3.idays60.odays7,6,1
168,168,13_D.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays1,2,1
169,169,13_D.v1.l1.ds1.l_combo14.ds_combo4.idays30.odays7,2,1
170,170,13_D.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays1,2,1
171,171,13_D.v1.l1.ds1.l_combo14.ds_combo4.idays60.odays7,2,1
0,0,13_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays1,63,15
1,1,13_F.v1.l0.ds1.l_combo0.ds_combo1.idays30.odays7,63,15
2,2,13_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays1,63,15
3,3,13_F.v1.l0.ds1.l_combo0.ds_combo1.idays60.odays7,63,15
4,4,13_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays1,54,15
5,5,13_F.v1.l0.ds1.l_combo0.ds_combo3.idays30.odays7,54,15
6,6,13_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays1,54,15
7,7,13_F.v1.l0.ds1.l_combo0.ds_combo3.idays60.odays7,54,15
8,8,13_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays1,20,15
9,9,13_F.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,20,15
10,10,13_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays1,20,15
11,11,13_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,20,15
0,0,13_G.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays1,137,15
1,1,13_G.v1.l0.ds0.l_combo0.ds_combo0.idays30.odays7,137,15
2,2,13_G.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays1,137,15
3,3,13_G.v1.l0.ds0.l_combo0.ds_combo0.idays60.odays7,137,15
0,0,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,5,1
1,1,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,5,1
2,2,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,5,1
3,3,13_I.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,5,1
4,4,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,5,1
5,5,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,5,1
6,6,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,5,1
7,7,13_I.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,5,1
8,8,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,2,1
9,9,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,2,1
10,10,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,2,1
11,11,13_I.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,2,1
12,12,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,5,1
13,13,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,5,1
14,14,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,5,1
15,15,13_I.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,5,1
16,16,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,5,1
17,17,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,5,1
18,18,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,5,1
19,19,13_I.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,5,1
20,20,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,2,1
21,21,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,2,1
22,22,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,2,1
23,23,13_I.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,2,1
24,24,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,5,1
25,25,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,5,1
26,26,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,5,1
27,27,13_I.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,5,1
28,28,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,5,1
29,29,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,5,1
30,30,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,5,1
31,31,13_I.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays7,5,1
32,32,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays1,2,1
33,33,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays30.odays7,2,1
34,34,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays1,2,1
35,35,13_I.v1.l1.ds1.l_combo2.ds_combo4.idays60.odays7,2,1
36,36,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays1,5,1
37,37,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays30.odays7,5,1
38,38,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays1,5,1
39,39,13_I.v1.l1.ds1.l_combo3.ds_combo1.idays60.odays7,5,1
40,40,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays1,5,1
41,41,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays30.odays7,5,1
42,42,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays1,5,1
43,43,13_I.v1.l1.ds1.l_combo3.ds_combo3.idays60.odays7,5,1
44,44,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays1,2,1
45,45,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays30.odays7,2,1
46,46,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays1,2,1
47,47,13_I.v1.l1.ds1.l_combo3.ds_combo4.idays60.odays7,2,1
48,48,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays1,5,1
49,49,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays30.odays7,5,1
50,50,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays1,5,1
51,51,13_I.v1.l1.ds1.l_combo4.ds_combo1.idays60.odays7,5,1
52,52,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays1,5,1
53,53,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays30.odays7,5,1
54,54,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays1,5,1
55,55,13_I.v1.l1.ds1.l_combo4.ds_combo3.idays60.odays7,5,1
56,56,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays1,2,1
57,57,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays30.odays7,2,1
58,58,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays1,2,1
59,59,13_I.v1.l1.ds1.l_combo4.ds_combo4.idays60.odays7,2,1
60,60,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays1,5,1
61,61,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays30.odays7,5,1
62,62,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays1,5,1
63,63,13_I.v1.l1.ds1.l_combo5.ds_combo1.idays60.odays7,5,1
64,64,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays1,5,1
65,65,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays30.odays7,5,1
66,66,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays1,5,1
67,67,13_I.v1.l1.ds1.l_combo5.ds_combo3.idays60.odays7,5,1
68,68,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays1,2,1
69,69,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays30.odays7,2,1
70,70,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays1,2,1
71,71,13_I.v1.l1.ds1.l_combo5.ds_combo4.idays60.odays7,2,1
72,72,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays1,5,1
73,73,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays30.odays7,5,1
74,74,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays1,5,1
75,75,13_I.v1.l1.ds1.l_combo6.ds_combo1.idays60.odays7,5,1
76,76,13_I.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays1,5,1
77,77,13_I.v1.l1.ds1.l_combo7.ds_combo1.idays30.odays7,5,1
78,78,13_I.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays1,5,1
79,79,13_I.v1.l1.ds1.l_combo7.ds_combo1.idays60.odays7,5,1
80,80,13_I.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays1,5,1
81,81,13_I.v1.l1.ds1.l_combo7.ds_combo3.idays30.odays7,5,1
82,82,13_I.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays1,5,1
83,83,13_I.v1.l1.ds1.l_combo7.ds_combo3.idays60.odays7,5,1
84,84,13_I.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays1,2,1
85,85,13_I.v1.l1.ds1.l_combo7.ds_combo4.idays30.odays7,2,1
86,86,13_I.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays1,2,1
87,87,13_I.v1.l1.ds1.l_combo7.ds_combo4.idays60.odays7,2,1
88,88,13_I.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays1,5,1
89,89,13_I.v1.l1.ds1.l_combo8.ds_combo1.idays30.odays7,5,1
90,90,13_I.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays1,5,1
91,91,13_I.v1.l1.ds1.l_combo8.ds_combo1.idays60.odays7,5,1
92,92,13_I.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays1,5,1
93,93,13_I.v1.l1.ds1.l_combo8.ds_combo3.idays30.odays7,5,1
94,94,13_I.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays1,5,1
95,95,13_I.v1.l1.ds1.l_combo8.ds_combo3.idays60.odays7,5,1
96,96,13_I.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays1,2,1
97,97,13_I.v1.l1.ds1.l_combo8.ds_combo4.idays30.odays7,2,1
98,98,13_I.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays1,2,1
99,99,13_I.v1.l1.ds1.l_combo8.ds_combo4.idays60.odays7,2,1
100,100,13_I.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays1,5,1
101,101,13_I.v1.l1.ds1.l_combo9.ds_combo1.idays30.odays7,5,1
102,102,13_I.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays1,5,1
103,103,13_I.v1.l1.ds1.l_combo9.ds_combo1.idays60.odays7,5,1
104,104,13_I.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays1,2,1
105,105,13_I.v1.l1.ds1.l_combo9.ds_combo3.idays30.odays7,2,1
106,106,13_I.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays1,2,1
107,107,13_I.v1.l1.ds1.l_combo9.ds_combo3.idays60.odays7,2,1
108,108,13_I.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays1,2,1
109,109,13_I.v1.l1.ds1.l_combo9.ds_combo4.idays30.odays7,2,1
110,110,13_I.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays1,2,1
111,111,13_I.v1.l1.ds1.l_combo9.ds_combo4.idays60.odays7,2,1
112,112,13_I.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays1,5,1
113,113,13_I.v1.l1.ds1.l_combo10.ds_combo1.idays30.odays7,5,1
114,114,13_I.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays1,5,1
115,115,13_I.v1.l1.ds1.l_combo10.ds_combo1.idays60.odays7,5,1
116,116,13_I.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays1,2,1
117,117,13_I.v1.l1.ds1.l_combo10.ds_combo3.idays30.odays7,2,1
118,118,13_I.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays1,2,1
119,119,13_I.v1.l1.ds1.l_combo10.ds_combo3.idays60.odays7,2,1
120,120,13_I.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays1,2,1
121,121,13_I.v1.l1.ds1.l_combo10.ds_combo4.idays30.odays7,2,1
122,122,13_I.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays1,2,1
123,123,13_I.v1.l1.ds1.l_combo10.ds_combo4.idays60.odays7,2,1
124,124,13_I.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays1,5,1
125,125,13_I.v1.l1.ds1.l_combo11.ds_combo1.idays30.odays7,5,1
126,126,13_I.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays1,5,1
127,127,13_I.v1.l1.ds1.l_combo11.ds_combo1.idays60.odays7,5,1
128,128,13_I.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays1,5,1
129,129,13_I.v1.l1.ds1.l_combo11.ds_combo3.idays30.odays7,5,1
130,130,13_I.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays1,5,1
131,131,13_I.v1.l1.ds1.l_combo11.ds_combo3.idays60.odays7,5,1
132,132,13_I.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays1,2,1
133,133,13_I.v1.l1.ds1.l_combo11.ds_combo4.idays30.odays7,2,1
134,134,13_I.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays1,2,1
135,135,13_I.v1.l1.ds1.l_combo11.ds_combo4.idays60.odays7,2,1
136,136,13_I.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays1,5,1
137,137,13_I.v1.l1.ds1.l_combo12.ds_combo1.idays30.odays7,5,1
138,138,13_I.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays1,5,1
139,139,13_I.v1.l1.ds1.l_combo12.ds_combo1.idays60.odays7,5,1
140,140,13_I.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays1,5,1
141,141,13_I.v1.l1.ds1.l_combo12.ds_combo3.idays30.odays7,5,1
142,142,13_I.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays1,5,1
143,143,13_I.v1.l1.ds1.l_combo12.ds_combo3.idays60.odays7,5,1
144,144,13_I.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays1,2,1
145,145,13_I.v1.l1.ds1.l_combo12.ds_combo4.idays30.odays7,2,1
146,146,13_I.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays1,2,1
147,147,13_I.v1.l1.ds1.l_combo12.ds_combo4.idays60.odays7,2,1
148,148,13_I.v1.l1.ds1.l_combo13.ds_combo1.idays30.odays1,5,1
